-10.612852,1,2.045578,2h,0,1,10,5
8.883792,-1,2.390625,2v,3,7,16,4
-4.962893,1,1.879021,3h,7,11,6,3
-2.464408,1,1.743985,2v,9,20,5,4
-0.139120,1,1.675758,2h,9,5,2,2
5.286552,-1,1.658643,2h,17,0,4,14
2.225917,-1,1.306400,2h,11,4,6,7
0.496856,-1,1.490093,4r,7,7,2,2
4.412085,-1,1.353270,2v,7,5,10,8
9.738385,-1,1.465971,2h,19,0,4,16
2.384911,-1,1.267201,2h,11,4,12,1
-0.397485,-1,1.303102,2v,14,1,6,4
0.039749,-1,1.321065,2v,11,19,1,2
-6.538630,1,1.576915,2h,3,20,10,3
-4.981848,1,1.373891,3h,0,10,6,14
-0.516731,1,1.283432,2v,6,12,12,2
1.470695,-1,1.263835,2v,16,8,3,4
-3.239504,1,1.350776,4r,5,6,8,6
-32.196346,1,1.559731,3h,4,5,9,14
-0.079497,1,1.288257,2h,13,12,4,2
2.146420,-1,1.248140,2v,15,7,2,4
0.953964,-1,1.313418,4r,13,3,10,4
-13.335625,1,1.317773,4r,1,2,4,22
-0.258365,1,1.305913,2h,10,6,2,4
-1.038673,1,1.405014,3v,8,12,5,3
0.039749,-1,1.456044,2h,14,20,2,2
-1.550192,1,1.199041,2h,7,21,8,2
0.119246,-1,1.213835,4r,16,6,4,2
0.854593,-1,1.285980,4r,2,7,6,6
-19.914004,1,1.536606,2h,18,1,6,16
-2.325288,1,1.264932,2h,1,0,8,7
1.609815,-1,1.304121,4r,0,8,8,2
-0.278240,1,1.307622,4r,10,8,2,12
-10.337474,1,1.621162,3h,4,8,9,6
2.285539,-1,1.363948,2v,1,5,7,10
3.259378,-1,1.397927,2h,0,12,4,7
-0.139120,1,1.316710,2h,8,5,2,2
-0.019874,1,1.195169,4r,6,1,2,6
-29.493395,1,1.328566,2h,1,1,6,18
-2.881767,1,1.243120,2v,1,20,20,4
0.198743,-1,1.274066,4r,15,3,4,6
-1.747044,1,1.172813,3h,0,22,3,2
0.417359,1,1.254203,2v,4,12,17,2
-3.398498,1,1.327998,2h,5,20,8,3
0.317988,-1,1.309424,2h,11,7,4,2
6.339887,-1,1.250915,2v,0,7,21,4
-27.267479,1,1.516067,4r,1,7,8,14
-0.576353,1,1.191044,4r,10,5,2,16
-7.242302,1,1.293571,3h,8,1,3,23
-0.457108,1,1.396740,2v,11,22,6,2
-1.927803,1,1.297709,4r,8,6,4,6
-1.430946,1,1.371493,4r,4,3,4,6
-0.059623,1,1.176842,2h,5,0,2,2
5.048061,-1,1.347681,2v,3,7,14,4
3.497869,-1,1.461824,2v,4,0,16,4
4.471707,-1,1.520943,4r,6,1,16,18
0.039749,-1,1.219958,2v,13,18,1,4
2.504156,-1,1.328535,2h,17,9,4,3
0.000000,-1,1.111106,2v,5,9,1,2
-22.866788,1,1.366780,3h,9,12,9,10
-0.019874,1,1.311884,2v,4,12,5,2
-1.729060,1,1.282195,4r,2,18,4,6
-0.675725,1,1.360819,4r,9,6,4,14
1.947677,-1,1.350575,4r,9,7,8,6
0.457108,-1,1.463011,2v,20,2,2,6
-0.874467,1,1.151153,2v,13,20,2,4
3.458120,-1,1.277378,2v,1,6,9,6
-9.976876,1,1.235836,4r,0,2,6,22
-3.730689,1,1.313581,3h,7,9,6,3
0.258365,-1,1.398626,2v,7,8,1,2
-1.430946,1,1.250898,4r,5,2,4,6
-0.616102,-1,1.167584,2v,1,2,19,2
-26.552977,1,1.337416,3v,6,0,4,15
-0.178868,1,1.344416,2h,8,5,2,2
0.337862,-1,1.451826,2h,12,5,2,10
-0.834719,1,1.490539,2h,5,19,6,2
5.505169,-1,1.321072,2h,14,0,6,5
2.782396,-1,1.556851,2v,12,7,9,4
-45.698579,1,1.508957,3h,1,2,12,19
0.973839,1,1.300266,2v,2,18,22,2
-8.108696,1,1.079538,2h,0,10,6,5
-0.099371,-1,1.182503,2v,10,11,2,2
0.516731,-1,1.152376,2v,16,7,1,4
-3.716486,1,1.376502,4r,3,20,10,4
1.093084,-1,1.244792,2h,11,6,4,4
-12.106283,1,1.406859,3v,7,15,9,6
-0.000000,1,1.429590,4r,10,7,2,10
0.417359,-1,1.243508,2v,16,8,6,2
-22.696400,1,1.463446,2h,18,2,6,20
-0.158994,1,1.299364,2v,7,12,16,2
-2.570881,1,1.176522,3h,13,22,9,1
0.298114,1,1.312380,2v,0,15,23,2
1.788683,-1,1.214858,2h,0,1,2,12
-0.178868,1,1.282097,2h,2,0,4,8
0.536605,-1,1.379610,2v,9,14,6,2
-10.314739,1,1.331499,2h,5,15,10,9
-0.616102,1,1.287681,2h,8,6,4,11
0.377611,-1,1.406512,2h,17,13,4,1
-2.083016,1,1.310965,3h,4,14,3,4
-0.298114,1,1.166998,2v,11,11,6,4
