-11.779541,1,2.153550,2h,0,3,14,3
-5.221308,1,1.838820,3h,6,9,6,6
10.048991,-1,2.398430,2v,2,7,22,4
11.287908,-1,1.841795,2h,9,1,14,5
10.402967,-1,1.607927,4r,9,5,10,10
-16.005650,1,1.425452,3h,10,5,9,13
-2.989132,1,1.535775,4r,5,6,8,6
-0.058996,1,1.378801,4r,12,14,4,2
-0.570295,1,1.637742,2v,13,5,2,2
-5.152320,1,1.515450,2h,1,3,4,11
2.143523,-1,1.437801,2v,5,6,8,8
-30.521146,1,1.701382,3h,18,3,6,20
-0.609626,1,1.450434,2h,6,8,4,1
-0.235984,1,1.376901,4r,6,2,2,6
1.199586,-1,1.511135,2v,14,7,3,4
-4.931165,1,1.545128,3h,10,11,9,2
-2.123857,1,1.434155,2h,8,5,4,9
0.668622,-1,1.473666,4r,16,6,4,2
-1.632224,1,1.427637,2v,10,20,7,4
-0.000000,-1,1.482446,2v,2,3,20,2
-0.570295,1,1.468357,2h,6,21,4,1
3.028463,-1,1.653647,2h,11,5,6,6
-2.861361,1,1.516636,3h,11,21,12,1
-0.019665,1,1.563602,2v,9,5,4,2
0.334311,-1,1.371138,2v,4,8,2,2
