11.566586,-1,2.137554,2v,5,7,13,6
-3.073507,1,2.159614,3h,11,11,6,2
12.956142,-1,2.073577,2h,12,0,10,6
-4.814518,1,1.906410,4r,5,4,8,10
-8.748332,1,1.657785,2h,2,19,14,4
-1.291700,1,1.603880,4r,11,1,4,8
5.910506,-1,1.404032,2v,2,7,22,4
-7.632773,1,1.513548,2h,1,3,8,3
-1.232986,1,1.409504,2v,5,20,10,4
0.156570,-1,1.428202,2h,13,5,2,2
-18.991520,1,1.691998,3h,11,6,9,12
-0.058714,-1,1.481491,2v,3,1,17,4
-2.524686,1,1.597844,2h,8,5,4,4
2.465973,-1,1.344123,2v,1,7,9,4
5.871364,-1,1.295157,4r,10,20,10,4
-0.410995,1,1.176262,2v,7,15,8,2
0.469709,-1,1.391835,2h,12,1,2,11
-29.432074,1,1.578497,3v,3,9,20,12
7.906770,-1,1.300296,2h,14,0,8,7
1.350414,-1,1.230174,2v,7,7,1,6
0.215283,-1,1.323386,4r,5,17,4,2
-0.039142,-1,1.327428,2v,5,0,19,2
1.369985,-1,1.288361,4r,15,20,4,4
-0.587136,1,1.199882,4r,14,7,8,4
-0.136998,-1,1.313447,2v,9,3,12,2
-13.578839,1,1.278391,3h,9,14,15,6
5.714794,-1,1.387876,4r,10,5,8,8
-1.232986,1,1.384167,2v,7,21,8,2
-0.489280,1,1.269130,4r,4,2,6,6
-20.843341,1,1.289054,2h,0,1,6,23
0.019571,1,1.465095,2v,5,12,2,4
-6.438929,1,1.335409,2h,20,0,4,8
-0.508852,1,1.237226,2h,22,0,2,7
-0.391424,1,1.455726,2h,8,6,4,2
-12.123815,1,1.288184,3h,14,14,9,7
0.410995,1,1.187803,4r,7,11,10,2
-5.440797,1,1.335880,2h,1,10,6,3
-0.039142,1,1.224673,2v,14,15,3,2
-0.410995,1,1.332576,4r,11,5,4,2
6.399786,-1,1.274002,2h,19,3,4,14
0.019571,-1,1.311681,4r,12,9,6,2
2.955253,-1,1.303399,2v,6,7,11,4
-27.184413,1,1.650623,4r,2,8,8,16
0.078285,1,1.214755,4r,12,0,2,12
-8.051349,1,1.211014,3h,16,10,3,13
-0.058714,1,1.348018,2h,3,4,4,1
-1.820123,1,1.190800,2h,19,17,4,3
-0.567565,1,1.427572,2h,8,6,4,12
0.724135,-1,1.231196,4r,4,14,12,2
-5.254320,1,1.263462,3v,3,10,21,3
-0.097856,1,1.354917,2v,15,4,1,2
