7.559972,-1,2.363483,2v,4,7,14,4
4.908045,-1,2.073694,2h,13,2,10,2
-6.090172,1,1.565396,3h,7,10,6,4
-0.989525,1,1.607948,2v,8,20,4,4
6.273589,-1,1.837802,4r,9,2,10,14
2.275908,-1,1.409087,2v,7,7,1,6
0.237486,-1,1.398313,2v,5,8,1,2
2.414441,-1,1.518413,2h,11,5,6,5
-22.867477,1,1.793575,3h,11,5,6,19
0.870782,-1,1.486515,2v,2,1,8,4
4.433073,-1,1.231176,2h,16,0,6,6
1.048897,-1,1.361072,2v,15,7,3,4
-11.339958,1,1.471147,2h,14,15,10,6
-1.325964,1,1.231179,4r,14,15,4,6
-5.976732,1,1.299228,2h,0,3,10,4
-0.039581,-1,1.230334,4r,8,5,4,2
-0.613506,1,1.266683,2v,7,7,1,2
-1.187430,1,1.347598,2h,6,3,6,6
1.721774,-1,1.334978,4r,6,17,6,6
0.910363,-1,1.240446,2v,4,8,6,2
-19.404009,1,1.594719,3h,9,8,9,9
-0.237486,1,1.296370,4r,7,5,2,8
-1.405126,1,1.285146,4r,15,7,6,4
-0.019791,1,1.310872,2h,13,13,2,1
-0.554134,1,1.320648,4r,5,4,4,4
-5.264274,1,1.304395,2h,0,1,8,3
