-18.574656,1,2.075510,2h,0,1,12,5
7.903686,-1,2.504306,2v,5,7,18,4
4.340059,-1,2.024569,4r,11,5,6,8
-13.974566,1,1.836514,3h,6,4,6,15
-4.499327,1,1.598087,2v,7,20,9,4
-1.154695,1,1.470409,2h,7,5,4,4
2.807102,-1,1.443078,4r,14,2,6,6
-0.139360,-1,1.478362,2v,0,1,20,4
-6.510089,1,1.567932,2h,2,10,4,6
0.298628,-1,1.570593,2v,7,8,1,4
-7.991039,1,1.363305,3v,14,3,2,9
-0.238902,1,1.226378,2v,16,4,2,2
0.338445,-1,1.728634,2h,12,4,2,8
-11.308044,1,1.541469,2h,0,4,6,11
2.966371,-1,1.583418,2v,2,3,6,14
-2.050578,1,1.526213,2h,10,6,2,8
-27.037809,1,1.489155,3v,4,10,12,12
-0.776433,1,1.440707,2v,10,20,5,4
0.099543,-1,1.285438,2v,6,8,2,2
1.214420,-1,1.580348,4r,12,5,6,2
0.000000,1,1.230252,4r,6,0,2,10
-3.603444,1,1.254643,2h,20,0,4,22
-1.365562,1,1.376191,3v,9,18,4,3
0.099543,-1,1.323624,2h,18,10,4,1
-15.289749,1,1.429114,2h,9,2,4,22
-0.398171,1,1.289241,2v,10,15,6,2
-0.159268,1,1.240258,4r,2,12,16,2
-3.304816,1,1.213795,2h,0,4,4,5
1.572774,-1,1.367543,2v,15,5,4,10
6.689265,-1,1.459507,2h,14,2,8,3
-0.139360,1,1.208211,2v,11,12,1,2
0.676890,-1,1.351303,2h,10,5,6,3
-18.326407,1,1.653184,3h,11,6,6,17
0.875975,-1,1.427727,2v,7,7,1,6
3.523809,-1,1.476676,2v,3,0,16,4
0.716707,-1,1.436605,4r,7,17,8,6
-13.995695,1,1.445816,2h,2,1,12,6
1.294054,-1,1.394871,4r,13,20,6,4
-10.666501,1,1.440720,3v,5,3,4,9
-1.154695,1,1.499887,4r,14,7,10,4
-0.139360,-1,1.301484,4r,17,3,2,8
-2.866828,1,1.376161,4r,1,20,14,4
-0.119451,1,1.333430,2v,12,12,5,2
-11.725309,1,1.493239,3h,6,9,6,10
0.696798,-1,1.493311,2h,11,6,4,1
0.915792,-1,1.285382,2v,6,8,2,4
-13.736884,1,1.412730,2h,1,0,6,7
-1.433414,1,1.241443,2h,8,0,4,16
-19.934935,1,1.371986,3v,1,11,18,6
-0.617164,1,1.341314,4r,12,13,4,4
