-6.156939,1,2.338275,3v,11,4,4,6
-0.479637,1,1.883061,2h,8,6,4,1
19.231815,-1,1.977297,2h,12,0,10,13
1.453110,-1,2.093195,2v,6,7,2,4
-3.601837,1,1.609596,2v,6,20,10,4
-4.994511,1,1.571620,2h,2,1,4,7
7.499870,-1,1.779886,2v,14,5,7,8
0.383980,-1,1.511459,4r,6,14,8,2
3.524415,-1,1.480398,2h,11,5,6,4
-22.857117,1,1.812051,3h,10,6,9,10
-4.971490,1,1.453656,2h,2,1,8,3
-0.514202,1,1.469597,4r,4,8,8,2
0.103882,-1,1.612840,2h,12,6,2,7
-9.650391,1,1.630139,2h,20,0,4,24
-1.961578,1,1.517395,2v,11,11,7,4
-11.855759,1,1.305634,3h,7,10,12,5
-1.826893,1,1.528165,2v,13,3,3,6
0.682236,1,1.285795,3v,16,4,3,3
0.546883,-1,1.491100,2v,15,8,7,2
-0.478455,1,1.474496,2h,7,20,4,2
-0.060694,-1,1.567883,2v,2,0,14,4
1.438934,-1,1.540602,4r,5,15,4,6
-0.041698,1,1.332083,4r,12,4,4,2
-25.779770,1,1.642160,3h,4,13,15,8
-1.064148,1,1.286438,2h,6,0,6,11
3.481457,-1,1.436233,2v,2,8,15,4
-13.259109,1,1.477527,2h,14,16,10,7
-0.255585,1,1.381518,4r,17,7,4,4
-2.929523,1,1.418190,2h,0,4,10,2
0.000061,-1,1.625848,2v,13,19,1,2
7.414490,-1,1.475136,2h,16,10,6,7
0.117016,-1,1.356166,2h,12,6,2,1
-0.491699,1,1.496420,3v,10,18,4,3
-7.821869,1,1.502925,2h,9,13,6,9
-1.128006,1,1.522881,4r,15,7,8,4
0.276382,-1,1.361289,2h,6,11,4,3
-20.178974,1,1.448754,3h,4,1,6,17
-0.322403,1,1.537109,4r,11,13,6,4
