-4.453655,1,1.788525,2h,1,0,6,3
-11.866528,1,1.840947,3v,3,2,8,6
-0.524353,1,1.638612,2v,6,13,3,2
1.304507,-1,1.766821,2v,2,4,4,4
4.022369,-1,1.700538,2h,10,1,4,8
3.396641,-1,1.374325,4r,6,1,6,10
-4.587867,1,1.474234,3h,7,5,3,5
0.115398,-1,1.398882,2h,7,4,2,1
0.375931,-1,1.289037,4r,9,9,2,2
-1.514324,1,0.977761,2h,4,2,4,3
-0.000867,1,1.049646,3v,5,5,4,6
3.778320,-1,1.063674,2h,0,9,4,3
-0.221189,1,1.092656,4r,3,5,6,2
1.081329,-1,1.007567,2v,7,2,5,8
-3.606588,1,1.236718,2h,1,2,2,10
-0.312491,1,1.145966,2v,3,6,5,6
-2.062439,1,1.102866,3h,0,13,9,1
0.160862,-1,0.979805,2h,10,0,2,3
0.221184,-1,1.006214,2h,3,7,4,2
-0.021355,-1,0.888972,2h,7,5,2,2
-5.120491,1,1.225931,3v,8,1,2,6
-0.160854,1,1.050990,4r,2,9,4,2
-0.465277,-1,1.021854,2v,8,1,4,2
-3.833252,1,1.078005,2h,10,10,4,5
-0.324387,1,1.060409,2v,3,7,9,2
